38,90896329	39,45707572	-2,597229215	11,19198376
36,46504105	31,9348735	-8,226182874	7,636950866
48,69014557	30,99063082	8,422583758	9,074964308
30,2087466	32,73384808	20,17642717	6,866176843
38,9864803	45,65477462	-4,584429664	13,58876378
38,66237373	42,73903623	23,17630449	23,2000423
44,79049043	35,04287851	22,28538622	5,95704594
47,32169561	34,61073641	1,448498804	2,707262209
30,66774499	47,81243324	-0,632538761	7,933309714
33,15622425	38,61964782	21,01172984	6,03080596
32,2644734	47,6616718	-5,916930352	-1,699739844
43,16995758	49,47264016	21,34610557	14,73462478
48,32087161	39,78667562	20,72044142	13,19012088
47,52128666	49,43174535	12,23109282	27,14879545
43,81511887	43,94329661	8,148541636	16,55286385
32,85348064	30,84597308	16,88747832	23,32723514
34,87563707	42,23120823	0,314586285	22,60059435
31,43253883	31,22257149	15,46126557	3,058111158
36,06158635	39,73052156	4,968902683	20,29006853
31,73955504	43,96160772	4,232439349	11,44973455
40,66194647	46,11621448	3,658093445	3,606559201
46,1241493	37,8768273	4,524523572	10,42277861
34,62172308	36,37409589	1,911340658	11,95350367
41,16367077	48,64009522	37,91348379	-3,919225239
34,7297586	38,74172185	11,06956577	4,014228832
46,33472701	35,25101474	9,107990334	-6,205876818
31,6870632	48,00225837	6,645237843	-10,04235284
46,63319803	44,68611713	2,437119545	15,70083785
48,68282113	32,25409711	14,74060471	17,34271453
34,76516007	37,82006287	-0,865619515	21,70883479
36,10309153	31,28360851	7,26551323	4,43454044
48,53144932	39,77752007	21,29963039	-4,671377357
33,00057985	34,66139714	20,29916348	2,673292581
49,03256325	47,81243324	21,8868229	1,094682628
35,94439528	37,69493698	-9,306207832	1,134416177
45,32090213	39,85625782	6,141480096	6,474798536
45,87450789	43,35001679	-8,958053261	18,93949164
41,12033448	36,85567797	23,26059191	6,460951479
33,59630116	48,28485977	-6,160538507	11,30454509
49,24497208	42,02002014	13,45285116	3,296592038
34,52772607	41,09775079	9,754027158	26,99440872
49,33347575	30,11413923	0,852097653	13,80912297
33,33017975	30,93997009	4,92022198	0,78095243
34,53199866	49,91088595	8,343525931	5,394205143
49,04965361	34,59242531	6,382666723	13,53171572
42,74941252	32,93160802	14,16696366	8,305520421
41,3840144	40,15289773	19,07723461	7,297265963
38,09961241	31,60649434	9,754027158	0,811329553
48,72005371	35,44572283	5,574637524	3,803339748
38,17468795	39,96917631	14,41102657	-0,227927305
38,53846858	39,28373058	-3,366388885	3,105734575
32,75460067	40,01312296	-14,59419193	0,298670127
40,8395642	43,70891446	9,868805389	0,70935246
49,59471419	46,84743797	6,716371697	19,77754553
45,19516587	45,32944731	9,681335794	5,304710865
32,8992584	35,75212867	1,598610904	15,76303592
32,05694754	33,88927885	4,935888026	16,78601282
30,126957	44,28815577	7,150985109	3,393953446
38,95657216	36,18671224	16,84294719	0,859055288
32,73201697	32,55439924	29,43099051	5,631094407
32,19794305	43,46598712	13,92453785	1,171762304
46,47938475	34,7523423	11,03034381	15,69004897
44,70198675	40,41901914	14,12361487	8,455109562
36,95394757	45,14877773	15,81551376	0,15190042
30,59083834	43,90362255	-4,881061361	21,41188477
45,89526048	31,58452101	15,60748958	9,200122147
37,16818751	49,52208014	17,58020633	8,523981048
43,96832179	39,65239418	3,037658896	3,269739207
44,89852596	34,16943876	-5,083151084	6,972860572
35,61235389	40,65034944	19,65733307	16,44796501
36,02435377	32,68929106	6,38674808	12,24991936
41,58421583	46,46351512	18,99437964	6,533347257
42,44178594	36,7506943	12,31901822	-2,265900295
34,81460005	44,47553941	35,81873559	7,423219611
33,45286416	34,07849361	6,889471277	4,080894794
35,22232734	35,64958647	6,12581405	9,395674877
34,03271584	36,16473891	12,79170536	10,80755171
39,0847499	48,89339885	15,02675448	2,649259184
34,22620319	32,57454146	14,01061016	9,038084297
48,61568041	34,84084597	15,15127567	20,67705853
40,29999695	39,98199408	18,70131771	-4,494162315
37,35557115	32,1765801	0,922765392	20,89465513
48,28485977	44,05865658	-0,807843864	20,45777935
37,01254311	49,61790826	-4,119541447	18,53717665
30,51576281	42,33558153	8,202986262	12,9999228
41,36814478	36,68660543	29,30129656	4,250492819
35,81621754	46,1711478	4,644986145	16,01874035
32,88277841	46,40308847	13,44228965	30,64152795
33,92773217	49,94018372	2,560765349	13,45934268
47,62016663	43,00698874	8,503085408	-11,99631126
44,83321635	45,57847835	13,28282113	6,752683273
44,11603137	37,85302286	-3,033650248	7,411350705
43,58195746	30,60426649	11,46133061	25,24986146
31,81951353	46,58803064	11,56425131	22,30005182
41,24973296	47,73918882	5,442635736	-0,09971129
44,72884304	30,74709311	12,30173782	-15,18663678
32,65572069	44,2527543	11,77058155	-6,338117348
35,84246345	36,88619648	17,83554697	9,293709152
31,46244697	49,16806543	-10,10538083	1,951585798
38,06543168	36,37897885	11,67741518	23,96169864
